time,open,high,low,close,short1,short2,short3,short4,short5,short6,long1,long2,long3,long4,long5,long6,Basis,Upper,Lower,MA,MA,MA,Volume,Volume MA,RSI,Histogram,MACD,Signal
2019-01-23T15:30:00Z,106.38,106.54,105.93,106.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.4375,108.0700792,104.8049208,NaN,NaN,NaN,394443,442085.05,52.18665092,-0.198084105,0.228949178,0.427033283
2019-01-23T16:30:00Z,106.12,106.28,105.35,105.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.4395,108.0676213,104.8113787,NaN,NaN,NaN,410179,451188,46.62440616,-0.211581125,0.162556876,0.374138002
2019-01-23T17:30:00Z,105.52,106.13,105.51,105.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.464,108.0471538,104.8808462,NaN,NaN,NaN,227175,454163.05,50.69515191,-0.186195067,0.141394168,0.327589235
2019-01-23T18:30:00Z,105.99,106.38,105.88,106.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.4765,108.0445724,104.9084276,NaN,NaN,NaN,238518,421302.35,52.22638113,-0.153298666,0.135965902,0.289264568
2019-01-23T19:30:00Z,106.1,106.51,105.68,106.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.4875,108.0501756,104.9248244,NaN,NaN,NaN,312639,417379.35,54.86792953,-0.109411895,0.1524997,0.261911595
2019-01-23T20:30:00Z,106.41,106.78,106.31,106.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.512,108.0768847,104.9471153,NaN,NaN,NaN,357687,378036.2,58.24247605,-0.05430605,0.194029033,0.248335082
2019-01-24T14:30:00Z,106.86,106.97,105.77,106.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.4605,107.9582914,104.9627086,NaN,NaN,NaN,734031,389143.5,54.65241138,-0.03896746,0.199625757,0.238593217
2019-01-24T15:30:00Z,106.47,106.53,105.34,105.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.366,107.7775863,104.9544137,NaN,NaN,NaN,490254,396464.3,47.79524171,-0.072243834,0.148288424,0.220532259
2019-01-24T16:30:00Z,105.81,106.41,105.76,106.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.2855,107.5707,105.0003,NaN,NaN,NaN,343858,397447.1,50.30096666,-0.075369814,0.126319991,0.201689805
2019-01-24T17:30:00Z,106.05,106.11,105.49,105.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.2075,107.4296109,104.9853891,NaN,NaN,NaN,215848,397687.25,47.08809731,-0.096276704,0.081343925,0.177620629
2019-01-24T18:30:00Z,105.69,105.83,105.52,105.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.119,107.2282141,105.0097859,NaN,NaN,NaN,266521,395550.15,46.41091493,-0.110420324,0.039595224,0.150015548
2019-01-24T19:30:00Z,105.63,106.12,105.55,106.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.0395,106.8830277,105.1959723,NaN,NaN,NaN,335060,386979.85,51.26324437,-0.086146569,0.042332337,0.128478906
2019-01-24T20:30:00Z,106.11,106.34,106.03,106.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.0095,106.7870725,105.2319275,NaN,NaN,NaN,297418,371763.2,51.99146437,-0.063120386,0.049578424,0.112698809
2019-01-25T14:30:00Z,107.24,107.5,106.61,107.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.049,106.9995135,105.0984865,NaN,NaN,NaN,748748,395170.85,62.37134902,0.030174598,0.150417057,0.120242459
2019-01-25T15:30:00Z,107.39,107.74,107.16,107.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.1195,107.2491632,104.9898368,NaN,NaN,NaN,408034,396778.85,62.94651939,0.09107747,0.234089296,0.143011826
2019-01-25T16:30:00Z,107.45,107.88,107.31,107.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.2175,107.5365432,104.8984568,NaN,NaN,NaN,366052,396805,65.03306605,0.141679089,0.320110688,0.178431599
2019-01-25T17:30:00Z,107.775,107.845,107.16,107.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.3245,107.6235993,105.0254007,NaN,NaN,NaN,259955,394680,59.32629037,0.1349853,0.347163224,0.212177924
2019-01-25T18:30:00Z,107.27,107.335,106.85,106.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.395,107.6645117,105.1254883,NaN,NaN,NaN,241414,384789.3,55.34665873,0.099443042,0.336481726,0.237038684
2019-01-25T19:30:00Z,106.92,107.12,106.86,107.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.453,107.7254323,105.1805677,NaN,NaN,NaN,270105,372834.1,56.16101661,0.075535428,0.331457969,0.255922541
2019-01-25T20:30:00Z,107.02,107.17,106.805,107.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.4925,107.8019254,105.1830746,NaN,NaN,NaN,475231,369658.5,57.55054336,0.063830359,0.335710491,0.271880131
2019-01-28T14:30:00Z,106.28,106.42,104.86,105.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.448,107.8614016,105.0345984,NaN,NaN,NaN,722738,386073.25,39.9248873,-0.073137191,0.180458643,0.253595833
2019-01-28T15:30:00Z,105.22,105.22,104.82,105.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.427,107.9041879,104.9498121,NaN,NaN,NaN,412855,386207.05,39.25746447,-0.163845577,0.048788863,0.212634439
2019-01-28T16:30:00Z,105.17,105.24,104.72,104.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.377,107.9766512,104.7773488,NaN,NaN,NaN,375174,393607,38.09167263,-0.22489833,-0.068488473,0.156409857
2019-01-28T17:30:00Z,104.95,105.09,104.67,104.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.3185,108.0329244,104.6040756,NaN,NaN,NaN,179465,390654.35,38.02014919,-0.253439606,-0.160389651,0.093049955
2019-01-28T18:30:00Z,104.96,105.11,104.85,104.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.244,108.0640264,104.4239736,NaN,NaN,NaN,154428,382743.8,37.71509418,-0.261444028,-0.23375508,0.027688948
2019-01-28T19:30:00Z,104.91,105.23,104.91,105.015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.15575,108.0335074,104.2779926,NaN,NaN,NaN,244261,377072.5,39.09649787,-0.246307296,-0.280195172,-0.033887876
2019-01-28T20:30:00Z,105.015,105.12,104.83,105.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.08675,108.014013,104.159487,NaN,NaN,NaN,365684,358655.15,40.11811904,-0.218812777,-0.307403847,-0.08859107
2019-01-29T14:30:00Z,104.94,104.95,103.73,103.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105.99075,108.143651,103.837849,NaN,NaN,NaN,593201,363802.5,31.06452328,-0.266520922,-0.421742223,-0.155221301
2019-01-29T15:30:00Z,103.89,103.99,102.51,102.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105.81825,108.4287466,103.2077534,NaN,NaN,NaN,460414,369630.3,24.71140131,-0.362723484,-0.608625655,-0.245902172
2019-01-29T16:30:00Z,102.6,102.7,102.18,102.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105.66225,108.6265112,102.6979888,NaN,NaN,NaN,357535,376714.65,24.71140131,-0.401764978,-0.748108393,-0.346343416
2019-01-29T17:30:00Z,102.6,102.9,102.53,102.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105.52425,108.7254549,102.3230451,NaN,NaN,NaN,269225,376849.85,28.55091791,-0.383509576,-0.825730386,-0.44222081
2019-01-29T18:30:00Z,102.89,103.11,102.78,102.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105.36075,108.755788,101.965712,NaN,NaN,NaN,205625,370378.1,28.23014449,-0.351760656,-0.88192163,-0.530160974
2019-01-29T19:30:00Z,102.82,103,102.55,102.845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105.1945,108.7371754,101.6518246,NaN,NaN,NaN,238207,367417.55,28.44658242,-0.307630531,-0.914699138,-0.607068607
2019-01-29T20:30:00Z,102.85,102.99,102.685,102.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.9725,108.4984672,101.4465328,NaN,NaN,NaN,330914,346525.85,29.73962875,-0.252885093,-0.923174974,-0.67028988
2019-01-30T14:30:00Z,104.61,105.01,104.33,104.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.841,108.1787127,101.5032873,NaN,NaN,NaN,618357,357042,50.96029849,-0.07858877,-0.768525842,-0.689937073
2019-01-30T15:30:00Z,104.83,104.975,104.41,104.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.6995,107.7622355,101.6367645,NaN,NaN,NaN,290782,353278.5,51.70827296,0.046810157,-0.631424376,-0.678234533
2019-01-30T16:30:00Z,104.92,106.065,104.91,105.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.629,107.5104382,101.7475618,NaN,NaN,NaN,349154,357738.45,58.90790984,0.190402201,-0.440231782,-0.630633983
2019-01-30T17:30:00Z,105.87,105.935,105.38,105.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.5515,107.2593665,101.8436335,NaN,NaN,NaN,212101,356272.8,54.44607051,0.244900429,-0.324508447,-0.569408876
2019-01-30T18:30:00Z,105.38,106.25,105.16,106.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.5015,107.0578922,101.9451078,NaN,NaN,NaN,720272,378781.15,58.83206402,0.312255274,-0.179089784,-0.491345057
2019-01-30T19:30:00Z,106.01,106.36,105.73,106.085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.44725,106.8138266,102.0806734,NaN,NaN,NaN,558197,382929.45,59.26107634,0.346730696,-0.057931688,-0.404662383
2019-01-30T20:30:00Z,106.08,106.38,105.91,106.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.50275,106.9891781,102.0163219,NaN,NaN,NaN,442369,368911,60.97906329,0.37012576,0.057994817,-0.312130943
2019-01-31T14:30:00Z,103.8,105.08,103.19,104.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.45075,106.9260061,101.9754939,NaN,NaN,NaN,1417861,419161.3,43.53419057,0.224642624,-0.031327663,-0.255970287
2019-01-31T15:30:00Z,104.1,104.47,103.71,103.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.39575,106.8721835,101.9193165,NaN,NaN,NaN,528984,426851.8,42.20501866,0.109336045,-0.119300231,-0.228636276
2019-01-31T16:30:00Z,103.86,105.19,103.76,104.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.37575,106.8403885,101.9111115,NaN,NaN,NaN,421184,438937.75,47.39410647,0.07745116,-0.131822326,-0.209273486
2019-01-31T17:30:00Z,104.59,105.22,104.22,104.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.37725,106.8432234,101.9112766,NaN,NaN,NaN,418773,452155,50.12011098,0.080203009,-0.109019725,-0.189222734
2019-01-31T18:30:00Z,104.95,105.12,104.22,104.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.338,106.7870517,101.8889483,NaN,NaN,NaN,375057,458694.8,45.49778232,0.034138007,-0.146550225,-0.180688232
2019-01-31T19:30:00Z,104.23,104.38,103.91,103.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.279,106.7095279,101.8484721,NaN,NaN,NaN,459010,463361.1,43.54839874,-0.015298567,-0.19981144,-0.184512874
2019-01-31T20:30:00Z,103.92,104.53,103.92,104.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.3085,106.7332559,101.8837441,NaN,NaN,NaN,496935,458547.8,47.7661579,-0.008062417,-0.194590895,-0.186528478
2019-02-01T14:30:00Z,103.77,104.09,103.46,103.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.374,106.6783971,102.0696029,NaN,NaN,NaN,798109,475432.55,44.20901711,-0.037141641,-0.232955529,-0.195813888
2019-02-01T15:30:00Z,103.91,103.93,103.49,103.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.4195,106.6153709,102.2236291,NaN,NaN,NaN,391066,477109.1,41.81373665,-0.077162776,-0.292267358,-0.215104582
2019-02-01T16:30:00Z,103.51,103.68,103.28,103.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.443,106.5822228,102.3037772,NaN,NaN,NaN,332439,480269.8,40.91841262,-0.10581383,-0.34737187,-0.24155804
2019-02-01T17:30:00Z,103.36,103.45,102.77,102.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.4475,106.5734692,102.3215308,NaN,NaN,NaN,286611,484319.1,38.32601828,-0.144102354,-0.421685982,-0.277583628
2019-02-01T18:30:00Z,102.93,102.99,102.38,102.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.43075,106.6115303,102.2499697,NaN,NaN,NaN,298883,487352.9,36.03502914,-0.18418134,-0.507810303,-0.323628963
2019-02-01T19:30:00Z,102.52,102.66,102.355,102.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.41475,106.6435063,102.1859937,NaN,NaN,NaN,318447,486729.55,37.02382454,-0.190314752,-0.561522404,-0.371207651
2019-02-01T20:30:00Z,102.61,102.945,102.6,102.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.31425,106.6400085,101.9884915,NaN,NaN,NaN,448268,478225.1,39.05305263,-0.16803468,-0.581251002,-0.413216321
2019-02-04T14:30:00Z,103.1,105.06,103.04,104.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.30875,106.6293617,101.9881383,NaN,NaN,NaN,789204,503146.2,54.69547289,-0.014496942,-0.431337499,-0.416840557
2019-02-04T15:30:00Z,104.8,105.66,104.78,105.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.29125,106.5693937,102.0131063,NaN,NaN,NaN,543934,512885.2,58.81420502,0.132246465,-0.251532475,-0.383778941
2019-02-04T16:30:00Z,105.52,105.64,105.19,105.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.30075,106.5984756,102.0030244,NaN,NaN,NaN,312612,517910.75,59.09233565,0.223979534,-0.103804523,-0.327784057
2019-02-04T17:30:00Z,105.57,105.58,105.09,105.175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.2585,106.4571589,102.0598411,NaN,NaN,NaN,219435,492868.9,55.88175783,0.247515035,-0.018390263,-0.265905298
2019-02-04T18:30:00Z,105.18,105.62,105.095,105.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.23025,106.3473151,102.1131849,NaN,NaN,NaN,189790,474448.55,58.02677638,0.273732786,0.076260684,-0.197472102
2019-02-04T19:30:00Z,105.51,105.77,105.4,105.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.19125,106.1760217,102.2064783,NaN,NaN,NaN,216365,463148.35,58.28004551,0.280169061,0.152739224,-0.127429837
2019-02-04T20:30:00Z,105.56,105.79,105.34,105.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.27625,106.378527,102.173973,NaN,NaN,NaN,412356,412873.1,59.78275417,0.285356085,0.229265269,-0.056090816
2019-02-05T14:30:00Z,106.1,106.85,105.97,106.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.40875,106.7136619,102.1038381,NaN,NaN,NaN,425319,407689.85,64.13748261,0.32010846,0.34404476,0.0239363
2019-02-05T15:30:00Z,106.54,107.01,106.42,106.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.50625,106.9852153,102.0272847,NaN,NaN,NaN,311963,402228.8,64.03377514,0.324253562,0.429253252,0.10499969
2019-02-05T16:30:00Z,106.49,107.01,106.44,106.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.60675,107.3014898,101.9120102,NaN,NaN,NaN,233041,392942.2,66.64729829,0.337614411,0.527017704,0.189403293
2019-02-05T17:30:00Z,106.95,107,106.57,106.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.74275,107.6163218,101.8691782,NaN,NaN,NaN,235322,385955.45,66.64729829,0.326563673,0.597607884,0.271044211
2019-02-05T18:30:00Z,106.96,107.16,106.85,107.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.90325,107.927476,101.879024,NaN,NaN,NaN,165928,371301.35,67.676397,0.310896222,0.659664489,0.348768267
2019-02-05T19:30:00Z,107.14,107.14,106.97,107.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105.03325,108.1923262,101.8741738,NaN,NaN,NaN,192862,356097.7,67.02139109,0.278407936,0.696778187,0.418370251
2019-02-05T20:30:00Z,107.08,107.25,106.945,107.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105.19875,108.4505555,101.9469445,NaN,NaN,NaN,328593,332621.9,68.02133192,0.249208752,0.729881191,0.480672439
2019-02-06T14:30:00Z,106.95,106.97,105.53,105.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105.30925,108.4730077,102.1454923,NaN,NaN,NaN,429488,334543,51.27753957,0.11773464,0.627840739,0.510106099
2019-02-06T15:30:00Z,105.73,106.49,105.73,106.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105.44425,108.4920808,102.3964192,NaN,NaN,NaN,298951,332868.6,54.03919005,0.046204835,0.567862143,0.521657308
2019-02-06T16:30:00Z,106.08,106.24,105.87,106.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105.60475,108.4342225,102.7752775,NaN,NaN,NaN,184143,327745.2,54.60962624,-0.001339408,0.519983047,0.521322455
2019-02-06T17:30:00Z,106.13,106.195,105.96,106.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105.78675,108.2397854,103.3337146,NaN,NaN,NaN,138614,319731.75,54.78230719,-0.034545449,0.478140644,0.512686093
2019-02-06T18:30:00Z,106.15,106.18,105.61,105.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105.94575,107.9200632,103.9714368,NaN,NaN,NaN,167538,312186.3,51.01980586,-0.081195843,0.41119129,0.492387132
2019-02-06T19:30:00Z,105.79,106.14,105.64,106.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.10725,107.459572,104.754928,NaN,NaN,NaN,264332,302989.5,53.41271357,-0.094713569,0.373995171,0.46870874
2019-02-06T20:30:00Z,106.04,106.24,105.94,106.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.17275,107.3851174,104.9603826,NaN,NaN,NaN,237649,275411.75,54.08905255,-0.098027068,0.346174905,0.444201973
2019-02-07T14:30:00Z,105.17,105.5,104.95,105.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.16675,107.3930871,104.9404129,NaN,NaN,NaN,476914,272060.75,46.68573769,-0.14432541,0.263795211,0.408120621
